"Pred","Year","Site","Area","PredSize","Prey","PreySize"
"Haustrum haustorium",2004,"Raramai","Area_03",41,"Not Feeding",NA
"Haustrum haustorium",2004,"Raramai","Area_03",11,"Not Feeding",NA
"Haustrum haustorium",2004,"Raramai","Area_03",33,"Not Feeding",NA
"Haustrum haustorium",2004,"Raramai","Area_03",14,"Not Feeding",NA
"Haustrum haustorium",2004,"Raramai","Area_03",28,"Not Feeding",NA
"Haustrum haustorium",2004,"Raramai","Area_03",33,"Not Feeding",NA
"Haustrum haustorium",2004,"Raramai","Area_03",22,"Not Feeding",NA
"Haustrum haustorium",2004,"CastlePointCave","Area_01",28,"Not Feeding",NA
"Haustrum haustorium",2004,"Raramai","Area_03",17,"Not Feeding",NA
"Haustrum haustorium",2004,"Raramai","Area_03",17,"Not Feeding",NA
"Haustrum haustorium",2004,"Raramai","Area_03",43,"Not Feeding",NA
"Haustrum haustorium",2004,"CastlePointCave","Area_01",26,"Not Feeding",NA
"Haustrum haustorium",2004,"CastlePointCave","Area_01",27,"Not Feeding",NA
"Haustrum haustorium",2004,"CastlePointCave","Area_01",28,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",21,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",49,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",14,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",34,"Not Feeding",NA
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",41,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",20,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",40,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",33,"Not Feeding",NA
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",48,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",28,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",30,"Not Feeding",NA
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",49,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",23,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",20,"Not Feeding",NA
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",58,"Not Feeding",NA
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",43,"Not Feeding",NA
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",46,"Not Feeding",NA
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",42,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",33,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",35,"Not Feeding",NA
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",38,"Not Feeding",NA
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",45,"Not Feeding",NA
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",48,"Not Feeding",NA
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",32,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",45,"Not Feeding",NA
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",49,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",33,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",32,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",28,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",34,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",25,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",19,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",44,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_02",20,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",54,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_03",41,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",33,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_03",48,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_03",49,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_01",23,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",31,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_02",17,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_02",23,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_01",23,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",34,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_03",50,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_02",17,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_02",21,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_02",21,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",32,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_01",19,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",33,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_02",24,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",36,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",27,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",33,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",27,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",34,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",34,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",28,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",18,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",32,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",43,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",26,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",28,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",27,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",24,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",33,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",18,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_02",21,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",17,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",34,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",23,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",23,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",25,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",41,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",44,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",35,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",38,"Not Feeding",NA
"Haustrum haustorium",2004,"TapotupotuBayWest","Area_01",24,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",22,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",31,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",39,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",44,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",42,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",40,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",34,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",28,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",31,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",46,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",33,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",33,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",27,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",28,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",24,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",23,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",14,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",27,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",26,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",34,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",19,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",31,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",32,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",34,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",30,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",29,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",32,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",25,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",30,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",28,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",29,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",34,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",29,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",28,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_01",32,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_01",24,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",19,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",31,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",21,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",30,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",29,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",43,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_01",37,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",32,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",28,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",28,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",46,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",30,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",24,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_01",27,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",32,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",18,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_01",39,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",37,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_01",44,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",34,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",26,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",21,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",38,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",42,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",30,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_01",37,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","General",27,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",31,"Not Feeding",NA
"Haustrum haustorium",2004,"TungutuPoint","Area_02",17,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",29,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",27,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",30,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",23,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",31,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",32,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",32,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",27,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",27,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",47,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",12,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",38,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",21,"Not Feeding",NA
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_05",21,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",33,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",36,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",25,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",28,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",23,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",43,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",21,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",33,"Not Feeding",NA
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_05",11,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",47,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",19,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",38,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",33,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",23,"Not Feeding",NA
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_01",13,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",29,"Not Feeding",NA
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_01",9,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",39,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",26,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",29,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",32,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",41,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",28,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",36,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",23,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",31,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",37,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",30,"Not Feeding",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",30,"Not Feeding",NA
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_05",10,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",46,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",32,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",37,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",42,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",37,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",26,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",25,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",22,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",36,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",32,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",24,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",22,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",12,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",51,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",42,"Not Feeding",NA
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_01",15,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",39,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",33,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",45,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",11,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",32,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",20,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",22,"Not Feeding",NA
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_01",11,"Not Feeding",NA
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_04",46,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_01",45,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",25,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",25,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_01",44,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_01",31,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_01",27,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_01",49,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_01",45,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",20,"Not Feeding",NA
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_05",13,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",38,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",45,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_01",40,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",21,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_01",22,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",18,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",25,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",21,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",25,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",49,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",19,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",48,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",36,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_01",21,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",53,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",33,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",26,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_04",11,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",34,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",31,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",20,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",24,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",23,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",33,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",29,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",12,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",26,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",28,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",21,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",24,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",18,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",35,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",23,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",28,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",40,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",23,"Not Feeding",NA
"Haustrum haustorium",2004,"TungutuPoint","Area_02",45,"Not Feeding",NA
"Haustrum haustorium",2004,"TungutuPoint","Area_02",31,"Not Feeding",NA
"Haustrum haustorium",2004,"TungutuPoint","Area_02",36,"Not Feeding",NA
"Haustrum haustorium",2004,"TungutuPoint","Area_02",27,"Not Feeding",NA
"Haustrum haustorium",2004,"TungutuPoint","Area_02",24,"Not Feeding",NA
"Haustrum haustorium",2004,"TungutuPoint","Area_02",28,"Not Feeding",NA
"Haustrum haustorium",2004,"TungutuPoint","Area_02",24,"Not Feeding",NA
"Haustrum haustorium",2004,"TungutuPoint","Area_02",31,"Not Feeding",NA
"Haustrum haustorium",2004,"CastlePointCave","Area_01",18,"Not Feeding",NA
"Haustrum haustorium",2004,"CastlePointCave","Area_01",33,"Not Feeding",NA
"Haustrum haustorium",2004,"CastlePointCave","Area_01",36,"Not Feeding",NA
"Haustrum haustorium",2004,"CastlePointCave","Area_01",26,"Not Feeding",NA
"Haustrum haustorium",2004,"TungutuPoint","Area_02",28,"Not Feeding",NA
"Haustrum haustorium",2004,"TungutuPoint","Area_02",32,"Not Feeding",NA
"Haustrum haustorium",2004,"TungutuPoint","Area_02",32,"Not Feeding",NA
"Haustrum haustorium",2004,"CastlePointCave","Area_02",29,"Not Feeding",NA
"Haustrum haustorium",2004,"WardBeach","Area_02",32,"Not Feeding",NA
"Haustrum haustorium",2004,"WardBeach","Area_02",30,"Not Feeding",NA
"Haustrum haustorium",2004,"WardBeach","Area_02",34,"Not Feeding",NA
"Haustrum haustorium",2004,"CastlePointCave","Area_02",25,"Not Feeding",NA
"Haustrum haustorium",2004,"CastlePointCave","Area_02",22,"Not Feeding",NA
"Haustrum haustorium",2004,"WardBeach","Area_02",38,"Not Feeding",NA
"Haustrum haustorium",2004,"WardBeach","Area_02",29,"Not Feeding",NA
"Haustrum haustorium",2004,"WardBeach","Area_02",41,"Not Feeding",NA
"Haustrum haustorium",2004,"CastlePointCave","Area_02",26,"Not Feeding",NA
"Haustrum haustorium",2004,"WardBeach","Area_02",32,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",21,"Not Feeding",NA
"Haustrum haustorium",2004,"CastlePointCave","Area_02",24,"Not Feeding",NA
"Haustrum haustorium",2004,"CastlePointCave","Area_02",25,"Not Feeding",NA
"Haustrum haustorium",2004,"WhakatuPoint","General",25,"Not Feeding",NA
"Haustrum haustorium",2004,"WhakatuPoint","General",29,"Not Feeding",NA
"Haustrum haustorium",2004,"WhakatuPoint","General",23,"Not Feeding",NA
"Haustrum haustorium",2004,"WhakatuPoint","General",40,"Not Feeding",NA
"Haustrum haustorium",2004,"WhakatuPoint","General",18,"Not Feeding",NA
"Haustrum haustorium",2004,"WhakatuPoint","General",43,"Not Feeding",NA
"Haustrum haustorium",2004,"WhakatuPoint","General",43,"Not Feeding",NA
"Haustrum haustorium",2004,"WhakatuPoint","General",45,"Not Feeding",NA
"Haustrum haustorium",2004,"WhakatuPoint","General",23,"Not Feeding",NA
"Haustrum haustorium",2004,"WhakatuPoint","General",17,"Not Feeding",NA
"Haustrum haustorium",2004,"WhakatuPoint","General",21,"Not Feeding",NA
"Haustrum haustorium",2004,"WhakatuPoint","General",44,"Not Feeding",NA
"Haustrum haustorium",2004,"WhakatuPoint","General",25,"Not Feeding",NA
"Haustrum haustorium",2004,"WhakatuPoint","General",45,"Not Feeding",NA
"Haustrum haustorium",2004,"WhakatuPoint","General",15,"Not Feeding",NA
